7.28000	 1650.00	 277	 118.89	 34.55	 0.0020
7.30000	 1650.00	 277	 118.89	 34.55	 0.0020
7.32000	 1650.00	 278	 119.14	 34.55	 0.0020
7.34000	 1650.00	 277	 118.89	 34.55	 0.0020
7.36000	 1650.00	 276	 118.63	 34.55	 0.0020
7.38000	 1650.00	 276	 118.63	 34.55	 0.0030
7.40000	 1650.00	 276	 118.63	 34.55	 0.0020
7.42000	 1650.00	 277	 118.89	 34.55	 0.0020
7.44000	 1650.00	 271	 117.33	 34.55	 0.0020
7.46000	 1650.00	 276	 118.63	 34.55	 0.0020
7.48000	 1650.00	 276	 118.63	 34.55	 0.0020
7.50000	 1650.00	 277	 118.89	 34.55	 0.0020
7.52000	 1650.00	 276	 118.63	 34.55	 0.0020
7.54000	 1650.00	 275	 118.37	 34.55	 0.0020
7.56000	 1650.00	 277	 118.89	 34.55	 0.0020
7.58000	 1650.00	 278	 119.14	 34.55	 0.0020
7.60000	 1650.00	 277	 118.89	 34.55	 0.0020
7.62000	 1650.00	 277	 118.89	 34.55	 0.0020
7.64000	 1650.00	 276	 118.63	 34.55	 0.0020
7.66000	 1650.00	 278	 119.14	 34.55	 0.0020
7.68000	 1650.00	 277	 118.89	 34.55	 0.0020
7.70000	 1650.00	 274	 118.11	 34.55	 0.0020
7.72000	 1650.00	 277	 118.89	 34.55	 0.0030
7.74000	 1650.00	 278	 119.14	 34.55	 0.0020
7.76000	 1650.00	 277	 118.89	 34.55	 0.0020
7.78000	 1650.00	 276	 118.63	 34.55	 0.0020
7.80000	 1650.00	 277	 118.89	 34.55	 0.0020
7.82000	 1650.00	 276	 118.63	 34.55	 0.0020
7.84000	 1650.00	 276	 118.63	 34.55	 0.0020
7.86000	 1650.00	 278	 119.14	 34.55	 0.0020
7.88000	 1650.00	 278	 119.14	 34.55	 0.0020
7.90000	 1650.00	 276	 118.63	 34.55	 0.0020
7.92000	 1650.00	 276	 118.63	 34.55	 0.0020
7.94000	 1650.00	 277	 118.89	 34.55	 0.0020
7.96000	 1650.00	 276	 118.63	 34.55	 0.0020
7.98000	 1650.00	 276	 118.63	 34.55	 0.0020
8.00000	 1650.00	 277	 118.89	 34.55	 0.0020
8.02000	 1650.00	 277	 118.89	 34.55	 0.0030
8.04000	 1650.00	 276	 118.63	 34.55	 0.0020
8.06000	 1650.00	 278	 119.14	 34.55	 0.0020
8.08000	 1650.00	 278	 119.14	 34.55	 0.0020
8.10000	 1650.00	 276	 118.63	 34.55	 0.0020
8.12000	 1650.00	 278	 119.14	 34.55	 0.0020
8.14000	 1650.00	 278	 119.14	 34.55	 0.0020
8.16000	 1650.00	 277	 118.89	 34.55	 0.0020
8.18000	 1650.00	 277	 118.89	 34.55	 0.0020
8.20000	 1650.00	 277	 118.89	 34.55	 0.0020
8.22000	 1650.00	 277	 118.89	 34.55	 0.0020
8.24000	 1650.00	 279	 119.40	 34.55	 0.0020
8.26000	 1650.00	 277	 118.89	 34.55	 0.0020
8.28000	 1650.00	 277	 118.89	 34.55	 0.0020
8.30000	 1650.00	 278	 119.14	 34.55	 0.0020
8.32000	 1650.00	 279	 119.40	 34.55	 0.0020
8.34000	 1650.00	 277	 118.89	 34.55	 0.0020
8.36000	 1650.00	 276	 118.63	 34.55	 0.0030
8.38000	 1650.00	 276	 118.63	 34.55	 0.0020
8.40000	 1650.00	 277	 118.89	 34.55	 0.0020
8.42000	 1650.00	 277	 118.89	 34.55	 0.0020
8.44000	 1650.00	 277	 118.89	 34.55	 0.0020
8.46000	 1650.00	 276	 118.63	 34.55	 0.0020
8.48000	 1650.00	 276	 118.63	 34.55	 0.0020
8.50000	 1650.00	 277	 118.89	 34.55	 0.0020
8.52000	 1650.00	 277	 118.89	 34.55	 0.0020
8.54000	 1650.00	 277	 118.89	 34.55	 0.0020
8.56000	 1650.00	 277	 118.89	 34.55	 0.0020
8.58000	 1650.00	 278	 119.14	 34.55	 0.0020
8.60000	 1650.00	 276	 118.63	 34.55	 0.0020
8.62000	 1650.00	 277	 118.89	 34.55	 0.0020
8.64000	 1650.00	 277	 118.89	 34.55	 0.0020
8.66000	 1650.00	 278	 119.14	 34.55	 0.0030
8.68000	 1650.00	 278	 119.14	 34.55	 0.0020
8.70000	 1650.00	 277	 118.89	 34.55	 0.0020
8.72000	 1650.00	 276	 118.63	 34.55	 0.0020
8.74000	 1650.00	 276	 118.63	 34.55	 0.0020
8.76000	 1650.00	 277	 118.89	 34.55	 0.0020
8.78000	 1650.00	 276	 118.63	 34.55	 0.0020
8.80000	 1650.00	 278	 119.14	 34.55	 0.0020
8.82000	 1650.00	 276	 118.63	 34.55	 0.0020
8.84000	 1650.00	 278	 119.14	 34.55	 0.0020
8.86000	 1650.00	 276	 118.63	 34.55	 0.0020
8.88000	 1650.00	 278	 119.14	 34.55	 0.0020
8.90000	 1650.00	 276	 118.63	 34.55	 0.0020
8.92000	 1650.00	 277	 118.89	 34.55	 0.0020
8.94000	 1650.00	 277	 118.89	 34.55	 0.0020
8.96000	 1650.00	 277	 118.89	 34.55	 0.0020
8.98000	 1650.00	 277	 118.89	 34.55	 0.0020
9.00000	 1650.00	 277	 118.89	 34.55	 0.0030
9.02000	 1650.00	 277	 118.89	 34.55	 0.0020
9.04000	 1650.00	 276	 118.63	 34.55	 0.0020
9.06000	 1650.00	 277	 118.89	 34.55	 0.0020
9.08000	 1650.00	 276	 118.63	 34.55	 0.0020
9.10000	 1650.00	 277	 118.89	 34.55	 0.0020
9.12000	 1650.00	 279	 119.40	 34.55	 0.0020
9.14000	 1650.00	 276	 118.63	 34.55	 0.0020
9.16000	 1650.00	 278	 119.14	 34.55	 0.0020
9.18000	 1650.00	 278	 119.14	 34.55	 0.0020
9.20000	 1650.00	 277	 118.89	 34.55	 0.0020
9.22000	 1650.00	 277	 118.89	 34.55	 0.0020
9.24000	 1650.00	 277	 118.89	 34.55	 0.0020
9.26000	 1650.00	 276	 118.63	 34.55	 0.0020
9.28000	 1650.00	 276	 118.63	 34.55	 0.0020
9.30000	 1650.00	 277	 118.89	 34.55	 0.0030
9.32000	 1650.00	 277	 118.89	 34.55	 0.0020
9.34000	 1650.00	 279	 119.40	 34.55	 0.0020
9.36000	 1650.00	 276	 118.63	 34.55	 0.0020
9.38000	 1650.00	 277	 118.89	 34.55	 0.0020
9.40000	 1650.00	 276	 118.63	 34.55	 0.0020
9.42000	 1650.00	 276	 118.63	 34.55	 0.0020
9.44000	 1650.00	 277	 118.89	 34.55	 0.0020
9.46000	 1650.00	 280	 119.66	 34.55	 0.0020
9.48000	 1650.00	 277	 118.89	 34.55	 0.0020
9.50000	 1650.00	 277	 118.89	 34.55	 0.0020
9.52000	 1650.00	 276	 118.63	 34.55	 0.0020
9.54000	 1650.00	 275	 118.37	 34.55	 0.0020
9.56000	 1650.00	 277	 118.89	 34.55	 0.0020
9.58000	 1650.00	 277	 118.89	 34.55	 0.0020
9.60000	 1650.00	 277	 118.89	 34.55	 0.0020
9.62000	 1650.00	 277	 118.89	 34.55	 0.0020
9.64000	 1650.00	 277	 118.89	 34.55	 0.0030
9.66000	 1650.00	 282	 120.18	 34.55	 0.0020
9.68000	 1650.00	 277	 118.89	 34.55	 0.0020
9.70000	 1650.00	 277	 118.89	 34.55	 0.0020
9.72000	 1650.00	 277	 118.89	 34.55	 0.0020
9.74000	 1650.00	 276	 118.63	 34.55	 0.0020
9.76000	 1650.00	 276	 118.63	 34.55	 0.0020
9.78000	 1650.00	 276	 118.63	 34.55	 0.0020
9.80000	 1650.00	 278	 119.14	 34.55	 0.0020
9.82000	 1650.00	 278	 119.14	 34.55	 0.0020
9.84000	 1650.00	 278	 119.14	 34.55	 0.0020
9.86000	 1650.00	 276	 118.63	 34.55	 0.0020
9.88000	 1650.00	 277	 118.89	 34.55	 0.0020
9.90000	 1650.00	 276	 118.63	 34.55	 0.0020
9.92000	 1650.00	 277	 118.89	 34.55	 0.0020
9.94000	 1650.00	 279	 119.40	 34.55	 0.0030
9.96000	 1650.00	 277	 118.89	 34.55	 0.0020
9.98000	 1650.00	 279	 119.40	 34.55	 0.0020
10.00000	 1800.00	 275	 118.37	 22.86	 0.0020
10.02000	 1800.00	 186	 95.35	 22.86	 0.0020
10.04000	 1800.00	 206	 100.52	 22.86	 0.0020
10.06000	 1800.00	 207	 100.78	 22.86	 0.0020
10.08000	 1800.00	 195	 97.68	 22.86	 0.0020
10.10000	 1800.00	 253	 112.68	 22.86	 0.0020
10.12000	 1800.00	 247	 111.13	 22.86	 0.0020
10.14000	 1800.00	 240	 109.32	 22.86	 0.0020
10.16000	 1800.00	 239	 109.06	 22.86	 0.0020
10.18000	 1800.00	 238	 108.80	 22.86	 0.0020
10.20000	 1800.00	 239	 109.06	 22.86	 0.0020
10.22000	 1800.00	 237	 108.54	 22.86	 0.0020
10.24000	 1800.00	 238	 108.80	 22.86	 0.0020
10.26000	 1800.00	 238	 108.80	 22.86	 0.0020
10.28000	 1800.00	 238	 108.80	 22.86	 0.0030
10.30000	 1800.00	 239	 109.06	 22.86	 0.0020
10.32000	 1800.00	 238	 108.80	 22.86	 0.0020
10.34000	 1800.00	 237	 108.54	 22.86	 0.0020
10.36000	 1800.00	 238	 108.80	 22.86	 0.0020
10.38000	 1800.00	 237	 108.54	 22.86	 0.0020
10.40000	 1800.00	 237	 108.54	 22.86	 0.0020
10.42000	 1800.00	 239	 109.06	 22.86	 0.0020
10.44000	 1800.00	 238	 108.80	 22.86	 0.0020
10.46000	 1800.00	 236	 108.28	 22.86	 0.0020
10.48000	 1800.00	 238	 108.80	 22.86	 0.0020
10.50000	 1800.00	 238	 108.80	 22.86	 0.0020
10.52000	 1800.00	 239	 109.06	 22.86	 0.0020
10.54000	 1800.00	 237	 108.54	 22.86	 0.0020
10.56000	 1800.00	 237	 108.54	 22.86	 0.0020
10.58000	 1800.00	 238	 108.80	 22.86	 0.0030
10.60000	 1800.00	 236	 108.28	 22.86	 0.0020
10.62000	 1800.00	 238	 108.80	 22.86	 0.0020
10.64000	 1800.00	 236	 108.28	 22.86	 0.0020
10.66000	 1800.00	 238	 108.80	 22.86	 0.0020
10.68000	 1800.00	 238	 108.80	 22.86	 0.0020
10.70000	 1800.00	 238	 108.80	 22.86	 0.0020
10.72000	 1800.00	 239	 109.06	 22.86	 0.0020
10.74000	 1800.00	 238	 108.80	 22.86	 0.0020
10.76000	 1800.00	 237	 108.54	 22.86	 0.0020
10.78000	 1800.00	 238	 108.80	 22.86	 0.0020
10.80000	 1800.00	 239	 109.06	 22.86	 0.0020
10.82000	 1800.00	 238	 108.80	 22.86	 0.0020
10.84000	 1800.00	 237	 108.54	 22.86	 0.0020
10.86000	 1800.00	 238	 108.80	 22.86	 0.0020
10.88000	 1800.00	 237	 108.54	 22.86	 0.0020
10.90000	 1800.00	 238	 108.80	 22.86	 0.0020
10.92000	 1800.00	 237	 108.54	 22.86	 0.0030
10.94000	 1800.00	 238	 108.80	 22.86	 0.0020
10.96000	 1800.00	 238	 108.80	 22.86	 0.0020
10.98000	 1800.00	 238	 108.80	 22.86	 0.0020
11.00000	 1800.00	 238	 108.80	 22.86	 0.0020
11.02000	 1800.00	 238	 108.80	 22.86	 0.0020
11.04000	 1800.00	 238	 108.80	 22.86	 0.0020
11.06000	 1800.00	 238	 108.80	 22.86	 0.0020
11.08000	 1800.00	 239	 109.06	 22.86	 0.0020
11.10000	 1800.00	 236	 108.28	 22.86	 0.0020
11.12000	 1800.00	 238	 108.80	 22.86	 0.0020
11.14000	 1800.00	 239	 109.06	 22.86	 0.0020
11.16000	 1800.00	 238	 108.80	 22.86	 0.0020
11.18000	 1800.00	 236	 108.28	 22.86	 0.0020
11.20000	 1800.00	 238	 108.80	 22.86	 0.0020
