0.25900	 1550.00	 213	 102.34	 43.33	 	 0.0120
0.27200	 1550.00	 153	 86.82	 43.33	 	 0.0120
0.28500	 1550.00	 158	 88.11	 43.33	 	 0.0120
0.29900	 1550.00	 218	 103.63	 43.33	 	 0.0130
0.31200	 1550.00	 220	 104.15	 43.33	 	 0.0120
0.32500	 1550.00	 162	 89.15	 43.33	 	 0.0120
0.33800	 1550.00	 227	 105.96	 43.33	 	 0.0120
0.35200	 1550.00	 226	 105.70	 43.33	 	 0.0120
0.36500	 1550.00	 164	 89.66	 43.33	 	 0.0120
0.37800	 1550.00	 228	 106.21	 43.33	 	 0.0120
0.39100	 1550.00	 229	 106.47	 43.33	 	 0.0120
0.40400	 1550.00	 231	 106.99	 43.33	 	 0.0120
0.41700	 1550.00	 230	 106.73	 43.33	 	 0.0120
0.43000	 1550.00	 230	 106.73	 43.33	 	 0.0120
0.44300	 1550.00	 232	 107.25	 43.33	 	 0.0120
0.45600	 1550.00	 230	 106.73	 43.33	 	 0.0120
0.47000	 1550.00	 229	 106.47	 43.33	 	 0.0130
0.48300	 1550.00	 232	 107.25	 43.33	 	 0.0120
0.49600	 1550.00	 232	 107.25	 43.33	 	 0.0120
0.50900	 1550.00	 231	 106.99	 43.33	 	 0.0130
0.52300	 1550.00	 230	 106.73	 43.33	 	 0.0120
0.53600	 1550.00	 231	 106.99	 43.33	 	 0.0120
0.54900	 1550.00	 231	 106.99	 43.33	 	 0.0120
0.56200	 1550.00	 234	 107.77	 43.33	 	 0.0120
0.57500	 1550.00	 232	 107.25	 43.33	 	 0.0120
0.58800	 1550.00	 233	 107.51	 43.33	 	 0.0120
0.60100	 1550.00	 232	 107.25	 43.33	 	 0.0120
0.61400	 1550.00	 233	 107.51	 43.33	 	 0.0120
0.62700	 1550.00	 233	 107.51	 43.33	 	 0.0120
0.64000	 1550.00	 233	 107.51	 43.33	 	 0.0120
0.65300	 1550.00	 234	 107.77	 43.33	 	 0.0120
0.66600	 1550.00	 163	 89.41	 43.33	 	 0.0120
0.67900	 1550.00	 234	 107.77	 43.33	 	 0.0120
0.69300	 1550.00	 233	 107.51	 43.33	 	 0.0120
0.70600	 1550.00	 168	 90.70	 43.33	 	 0.0120
0.71900	 1550.00	 234	 107.77	 43.33	 	 0.0120
0.73200	 1550.00	 233	 107.51	 43.33	 	 0.0120
0.74500	 1550.00	 165	 89.92	 43.33	 	 0.0120
0.75800	 1550.00	 234	 107.77	 43.33	 	 0.0120
0.77100	 1550.00	 233	 107.51	 43.33	 	 0.0120
0.78400	 1550.00	 235	 108.02	 43.33	 	 0.0120
0.79700	 1550.00	 234	 107.77	 43.33	 	 0.0120
0.81100	 1550.00	 233	 107.51	 43.33	 	 0.0130
0.82400	 1550.00	 235	 108.02	 43.33	 	 0.0120
