Time (ms),Alfa
4362,29.5116558074951
4395,29.2810306549072
4428,29.0692615509033
4462,28.8700180053711
4495,28.6820068359375
4528,28.5129909515381
4561,28.3776817321777
4595,28.2879199981689
4628,28.2399597167969
4661,28.2135639190674
4695,28.1856632232666
4728,28.1439056396484
4761,28.0905952453613
4794,28.0368232727051
4828,27.9922122955322
4861,27.9603271484375
4894,27.9404926300049
4928,27.9300727844238
4961,27.9258842468262
4994,27.9253540039063
5028,27.9270496368408
5061,27.9305877685547
5094,27.93625831604
5127,27.9445877075195
5161,27.9558544158936
5194,27.9694194793701
5227,27.9833545684814
5261,27.9949741363525
5294,28.0021686553955
5327,28.0040683746338
5360,28.0009632110596
5394,27.9940700531006
5427,27.9855823516846
5460,27.9785499572754
5494,27.9757347106934
5527,27.9776458740234
5560,27.9807949066162
5594,27.9766120910645
5627,27.95068359375
5660,27.8829402923584
5693,27.750244140625
5727,27.5365333557129
5760,27.2508945465088
5793,26.9326286315918
5827,26.627311706543
5860,26.3600177764893
5893,26.1345863342285
5926,25.9461116790771
5960,25.7851486206055
5993,25.639892578125
6026,25.5050220489502
6060,25.3858604431152
6093,25.291431427002
6126,25.2270450592041
6160,25.1915302276611
6193,25.1782741546631
6226,25.1788692474365
6259,25.1862773895264
6293,25.1956195831299
6326,25.203857421875
6359,25.2093544006348
6393,25.2116069793701
6426,25.2109565734863
6459,25.208065032959
6492,25.2034244537354
6526,25.1971645355225
6559,25.1891860961914
6592,25.179594039917
6626,25.1691226959229
6659,25.1589412689209
6692,25.1498146057129
6726,25.1419258117676
6759,25.1360721588135
6792,25.1346988677979
6825,25.141414642334
6859,25.1594791412354
6892,25.1897830963135
6925,25.2276153564453
6959,25.261173248291
6992,25.2784004211426
7025,25.2778358459473
7058,25.2670936584473
7092,25.2495174407959
7125,25.2164115905762
7158,25.149974822998
7192,25.0301914215088
7225,24.8439121246338
7258,24.5953807830811
7292,24.3093605041504
7325,24.0196018218994
7358,23.7526226043701
7391,23.5206661224365
7425,23.3241672515869
7458,23.1583690643311
7491,23.0194702148438
7525,22.9065723419189
7558,22.8205833435059
7591,22.7622528076172
7625,22.7296390533447
7658,22.7173461914063
7691,22.7185020446777
7724,22.7268829345703
7758,22.7376117706299
7791,22.7475166320801
7824,22.7551174163818
7858,22.7601222991943
7891,22.7628288269043
7924,22.7636566162109
7957,22.7629795074463
7991,22.7610263824463
8024,22.7579555511475
8057,22.7539615631104
8091,22.7494792938232
8124,22.7453594207764
8157,22.7430458068848
8191,22.7443199157715
8224,22.7500820159912
8257,22.758602142334
8290,22.7658443450928
8324,22.7689876556396
8357,22.7689781188965
8390,22.7688808441162
8424,22.7712745666504
8457,22.777551651001
8490,22.7878513336182
8523,22.8005485534668
8557,22.8113040924072
8590,22.8118286132813
8623,22.7890682220459
8657,22.7255477905273
8690,22.6025581359863
8723,22.4078178405762
8757,22.1465644836426
8790,21.8467025756836
8823,21.5481452941895
8856,21.2825679779053
8890,21.0612716674805
8923,20.8783111572266
8956,20.7207069396973
8990,20.5771884918213
9023,20.4428958892822
9056,20.3191814422607
9089,20.2107582092285
9123,20.1233959197998
9156,20.0609283447266
9189,20.0223827362061
9223,20.0023403167725
9256,19.9941883087158
9289,19.9928951263428
9323,19.9954986572266
9356,20.0004692077637
9389,20.0070171356201
9422,20.0143642425537
9456,20.0208683013916
9489,20.0240783691406
9522,20.0227966308594
9556,20.0186233520508
9589,20.0142498016357
9622,20.011137008667
9656,20.0092945098877
9689,20.008020401001
9722,20.0066776275635
9755,20.0049057006836
9789,20.0023708343506
9822,19.9986820220947
9855,19.9937515258789
9889,19.9884071350098
9922,19.9846324920654
9955,19.9847297668457
9988,19.9897899627686
10022,19.9984874725342
10055,20.0067520141602
10088,20.0072460174561
10122,19.9881172180176
10155,19.9329738616943
10188,19.8242282867432
10222,19.6506671905518
10255,19.4171581268311
10288,19.1481781005859
10321,18.8771381378174
10355,18.6297416687012
10388,18.4164047241211
10421,18.2351837158203
10455,18.0787162780762
10488,17.9402694702148
10521,17.8160285949707
10554,17.7057437896729
10588,17.6124725341797
10621,17.5389175415039
10654,17.4837245941162
10688,17.4431190490723
10721,17.4148139953613
10754,17.3983860015869
10788,17.3926296234131
10821,17.3939552307129
10854,17.3963756561279
10887,17.3925342559814
10921,17.3775577545166
10954,17.3535823822021
10987,17.3283462524414
11021,17.3090000152588
11054,17.2986621856689
11087,17.2970314025879
11120,17.3018245697021
11154,17.3096733093262
11187,17.3171310424805
11220,17.3217582702637
11254,17.3226566314697
11287,17.3204383850098
11320,17.3168659210205
11354,17.3139991760254
11387,17.3131427764893
11420,17.3148746490479
11453,17.319694519043
11487,17.3278789520264
11520,17.3385562896729
11553,17.348949432373
11587,17.3530330657959
11620,17.3397808074951
11653,17.293327331543
11686,17.1964683532715
11720,17.0379333496094
11753,16.8214721679688
11786,16.5693225860596
11820,16.3138160705566
11853,16.0826930999756
11886,15.8891677856445
11920,15.7321166992188
11953,15.6025819778442
11986,15.4904098510742
12019,15.3886232376099
12053,15.2959985733032
12086,15.2168369293213
12119,15.1565570831299
12153,15.1168031692505
12186,15.0947246551514
12219,15.0851488113403
12252,15.0826845169067
12286,15.0833301544189
12319,15.0851058959961
12352,15.0875120162964
12386,15.0906352996826
12419,15.0946140289307
12452,15.0993127822876
12486,15.1040563583374
12519,15.1074953079224
12552,15.108211517334
12585,15.1055030822754
12619,15.0996150970459
12652,15.0915145874023
12685,15.0828695297241
12719,15.0757217407227
12752,15.0717039108276
12785,15.0713710784912
12818,15.0743398666382
12852,15.0798282623291
12885,15.0869998931885
12918,15.0953617095947
12952,15.1049518585205
12985,15.1159362792969
13018,15.1277694702148
13052,15.1380882263184
13085,15.1415061950684
13118,15.1285905838013
13151,15.0856256484985
13185,14.9960699081421
13218,14.8460807800293
13251,14.6349830627441
13285,14.3831148147583
13318,14.1257314682007
13351,13.8950252532959
13385,13.7065591812134
13418,13.5595531463623
13451,13.4448461532593
13484,13.351541519165
13518,13.2699785232544
13551,13.1931400299072
13584,13.1185283660889
13618,13.0487289428711
13651,12.9892272949219
13684,12.9449024200439
13717,12.9170818328857
13751,12.9031963348389
13784,12.8989162445068
13817,12.9001121520996
13851,12.903697013855
13884,12.9076948165894
13917,12.9109973907471
13951,12.9130764007568
13984,12.9138717651367
14017,12.9137363433838
14050,12.9131412506104
14084,12.9124269485474
14117,12.9117422103882
14150,12.9110898971558
14184,12.910382270813
14217,12.9095134735107
14250,12.9084348678589
14283,12.9072589874268
14317,12.9063863754272
14350,12.906623840332
14383,12.9092664718628
14417,12.9159803390503
14450,12.9284114837646
14483,12.9472827911377
14517,12.9708185195923
14550,12.9934511184692
14583,13.0066776275635
14616,13.001953125
14650,12.9721279144287
14683,12.9097871780396
14716,12.8060369491577
14750,12.6549091339111
14783,12.4621849060059
14816,12.2484273910522
14849,12.0403146743774
14883,11.8583526611328
14916,11.7112970352173
14949,11.5982646942139
14983,11.51318359375
15016,11.4470434188843
15049,11.3879346847534
15083,11.3232107162476
15116,11.2448930740356
15149,11.1528654098511
15182,11.053596496582
15216,10.957649230957
15249,10.8762102127075
15282,10.8162841796875
15316,10.7781324386597
15349,10.7571172714233
15382,10.7472219467163
15416,10.7435569763184
15449,10.7435007095337
15482,10.7459411621094
15515,10.748893737793
15549,10.7487058639526
15582,10.7432384490967
15615,10.7344856262207
15649,10.7260236740112
15682,10.7196006774902
15715,10.7149705886841
15748,10.7110271453857
15782,10.7066497802734
15815,10.7011632919312
15848,10.6944808959961
15882,10.6874933242798
15915,10.6830139160156
15948,10.685320854187
15982,10.6966991424561
16015,10.7149629592896
16048,10.7352437973022
16081,10.7520456314087
16115,10.7583475112915
16148,10.7439670562744
16181,10.6953353881836
16215,10.5980129241943
16248,10.4434404373169
16281,10.2385263442993
16314,10.0086622238159
16348,9.78570461273193
16381,9.59126472473145
16414,9.43254852294922
16448,9.3086051940918
16481,9.21416282653809
16514,9.14041996002197
16548,9.07802581787109
16581,9.01960468292236
16614,8.95987510681152
16647,8.89613342285156
16681,8.82830619812012
16714,8.75775337219238
16747,8.68750095367432
16781,8.62253379821777
16814,8.56752586364746
16847,8.52424144744873
16880,8.49202632904053
16914,8.47005844116211
16947,8.45740222930908
16980,8.45200061798096
17014,8.45117282867432
17047,8.45257568359375
17080,8.45452499389648
17114,8.45599937438965
17147,8.45649814605713
17180,8.45586681365967
17213,8.4542179107666
17247,8.45183277130127
17280,8.44896984100342
17313,8.44585418701172
17347,8.44296169281006
17380,8.44116401672363
17413,8.44144153594971
17446,8.44460868835449
17480,8.45109176635742
17513,8.46062660217285
17546,8.47181797027588
17580,8.48143577575684
17613,8.48353576660156
17646,8.46895980834961
17680,8.42565536499023
17713,8.34084987640381
17746,8.20688247680664
17779,8.02930736541748
17813,7.82882595062256
17846,7.63143682479858
17879,7.45590782165527
17913,7.31039524078369
17946,7.1962308883667
17979,7.11061239242554
18012,7.04510164260864
18046,6.98622465133667
18079,6.92514038085938
18112,6.86202096939087
18146,6.7964973449707
18179,6.72503423690796
18212,6.64869356155396
18246,6.57605028152466
18279,6.51951694488525
18312,6.48726320266724
18345,6.47786235809326
18379,6.48374271392822
18412,6.49686813354492
18445,6.51164436340332
18479,6.52565145492554
18512,6.53897476196289
18545,6.55271816253662
18578,6.56704902648926
18612,6.57889842987061
18645,6.58257293701172
18678,6.576735496521
18712,6.56944751739502
18745,6.57240104675293
18778,6.59221124649048
18812,6.62627601623535
18845,6.66235160827637
18878,6.68508338928223
18911,6.6867208480835
18945,6.67117214202881
18978,6.65073299407959
19011,6.63887023925781
19045,6.64219570159912
19078,6.66070890426636
19111,6.69081974029541
19145,6.72004508972168
19178,6.72527933120728
19211,6.68278121948242
19244,6.57863283157349
19278,6.41497850418091
19311,6.21210145950317
19344,6.00019121170044
19378,5.80425214767456
19411,5.63604021072388
19444,5.49731349945068
19477,5.38579750061035
19511,5.29653930664063
19544,5.22171354293823
19577,5.15360927581787
19611,5.08723115921021
19644,5.02050399780273
19677,4.9554877281189
19711,4.89940118789673
19744,4.86218595504761
19777,4.85114717483521
19810,4.86478519439697
19844,4.89086008071899
19877,4.91360521316528
19910,4.9232234954834
19944,4.91586017608643
19977,4.89020586013794
20010,4.85085201263428
20043,4.80882024765015
20077,4.77388525009155
20110,4.74973106384277
20143,4.7356858253479
20177,4.72948026657104
20210,4.72864818572998
20243,4.73113536834717
20277,4.73544788360596
20310,4.74051284790039
20343,4.74555778503418
20376,4.75024032592773
20410,4.75478792190552
20443,4.7596960067749
20476,4.76514053344727
20510,4.77062606811523
20543,4.77496242523193
20576,4.77608966827393
20609,4.77071905136108
20643,4.754065990448
20676,4.72002029418945
20709,4.66217613220215
20743,4.57619428634644
20776,4.46259069442749
20809,4.32634258270264
20843,4.17386245727539
20876,4.01333045959473
20909,3.85569643974304
20942,3.71014046669006
20976,3.58119034767151
21009,3.47203087806702
21042,3.38661313056946
21076,3.32868981361389
21109,3.30008625984192
21142,3.29780316352844
21176,3.31263184547424
21209,3.33287858963013
21242,3.35014081001282
21275,3.36138534545898
21309,3.36711096763611
21342,3.36909246444702
21375,3.36909770965576
21409,3.3683385848999
21442,3.36744379997253
21475,3.36667037010193
21508,3.36610126495361
21542,3.36577463150024
21575,3.36569333076477
21608,3.36575126647949
21642,3.36576771736145
21675,3.36561894416809
21708,3.36535573005676
21742,3.36526441574097
21775,3.36590313911438
21808,3.36810779571533
21841,3.37288427352905
21875,3.3811776638031
21908,3.39344787597656
21941,3.40880513191223
21975,3.42430806159973
22008,3.43651819229126
22041,3.44407248497009
22074,3.44654655456543
22108,3.44059419631958
22141,3.41942262649536
22174,3.37512111663818
22208,3.30035448074341
22241,3.19165182113647
22274,3.05517339706421
22308,2.90814089775085
22341,2.77011919021606
22374,2.65053033828735
22407,2.54520869255066
22441,2.44410157203674
22474,2.34130167961121
22507,2.23883605003357
22541,2.14211702346802
22574,2.05531406402588
22607,1.98260390758514
22640,1.9284006357193
22674,1.89237546920776
22707,1.86706805229187
22740,1.84319162368774
22774,1.8168089389801
22807,1.79049098491669
22840,1.76845514774323
22874,1.75256586074829
22907,1.74301874637604
22940,1.73977386951447
22973,1.74193298816681
23007,1.74728071689606
23040,1.75306165218353
23073,1.75694751739502
23107,1.75786817073822
23140,1.75690960884094
23173,1.75759208202362
23206,1.76375246047974
23240,1.77506422996521
23273,1.78604412078857
23306,1.7935243844986
23340,1.80339324474335
23373,1.82606148719788
23406,1.86636972427368
23440,1.9179425239563
23473,1.96705842018127
23506,2.00276970863342
23539,2.02200388908386
23573,2.02691006660461
23606,2.02179145812988
23639,2.01022911071777
23673,1.98801982402802
23706,1.940314412117
23739,1.85264360904694
23772,1.72480034828186
23806,1.57171952724457
23839,1.41287994384766
23872,1.26237750053406
23906,1.12617981433868
23939,1.0044754743576
23972,0.895575284957886
24006,0.799598097801208
24039,0.719817817211151
24072,0.659894168376923
24105,0.619898855686188
24139,0.595943331718445
24172,0.583137631416321
24205,0.57849246263504
24239,0.581619024276733
24272,0.592263102531433
24305,0.60752010345459
24338,0.622810781002045
24372,0.634891510009766
24405,0.643265783786774
24438,0.64985978603363
24472,0.657573580741882
24505,0.667448461055756
24538,0.677339673042297
24572,0.684921562671661
24605,0.690693616867065
24638,0.697070479393005
24671,0.705759823322296
24705,0.715514957904816
24738,0.72151905298233
24771,0.718754529953003
24805,0.707179188728333
24838,0.691908180713654
24871,0.6783327460289
24905,0.668873250484467
24938,0.663243353366852
24971,0.659695744514465
25004,0.65614527463913
25038,0.651241958141327
25071,0.645307838916779
25104,0.641147494316101
25138,0.644719243049622
25171,0.66530430316925
25204,0.714392721652985
25237,0.80219954252243
25271,0.930885434150696
25304,1.08809149265289
25337,1.24942791461945
25371,1.39002883434296
25404,1.49500012397766
25437,1.56345784664154
25471,1.60624182224274
25504,1.63902986049652
25537,1.67525613307953
25570,1.7209495306015
25604,1.77237105369568
25637,1.81991481781006
25670,1.85606956481934
25704,1.87896239757538
25737,1.89011740684509
25770,1.89195191860199
25803,1.88780391216278
25837,1.88218772411346
25870,1.87883627414703
25903,1.87817883491516
25937,1.87744522094727
25970,1.87379169464111
26003,1.86687338352203
26037,1.85859906673431
26070,1.85179936885834
26103,1.84857833385468
26136,1.84830236434937
26170,1.84698629379272
26203,1.83991765975952
26236,1.82628118991852
26270,1.81107354164124
26303,1.80115079879761
26336,1.79939365386963
26369,1.80373644828796
26403,1.80951941013336
26436,1.81105005741119
26469,1.80387318134308
26503,1.78714334964752
26536,1.76331472396851
26569,1.73679220676422
26603,1.7146669626236
26636,1.70907378196716
26669,1.73774266242981
26702,1.82051944732666
26736,1.97321474552155
26769,2.19884562492371
26802,2.47693467140198
26836,2.76321887969971
26869,3.00962162017822
26902,3.18947172164917
26936,3.30396246910095
26969,3.36792325973511
27002,3.39561200141907
27035,3.39911437034607
27069,3.39006352424622
27102,3.3769211769104
27135,3.3626697063446
27169,3.34677958488464
27202,3.32920980453491
27235,3.31262516975403
27268,3.30025410652161
27302,3.29130840301514
27335,3.28033852577209
27368,3.26265335083008
27402,3.23984885215759
27435,3.21962428092957
27468,3.20893311500549
27502,3.20624160766602
27535,3.20347738265991
27568,3.19616365432739
27601,3.18633699417114
27635,3.17696928977966
27668,3.17182302474976
27701,3.17907786369324
27735,3.20667576789856
27768,3.25183510780334
27801,3.29902052879333
27834,3.33176326751709
27868,3.34485793113708
27901,3.34460949897766
27934,3.34069514274597
27968,3.3382625579834
28001,3.33563733100891
28034,3.32805776596069
28068,3.31298232078552
28101,3.29455924034119
28134,3.28701186180115
28167,3.31224751472473
28201,3.39229726791382
28234,3.54575729370117
28267,3.78353810310364
28301,4.09493732452393
28334,4.43835496902466
28367,4.7537784576416
28400,4.99137735366821
28434,5.1334171295166
28467,5.19338130950928
28500,5.20014905929565
28534,5.18316459655762
28567,5.16299152374268
28600,5.14727973937988
28634,5.13530349731445
28667,5.12627696990967
28700,5.12065315246582
28733,5.11621189117432
28767,5.10827779769897
28800,5.09349250793457
28833,5.07259607315063
28867,5.04962778091431
28900,5.02953386306763
28933,5.01877689361572
28966,5.02280950546265
29000,5.03716325759888
29033,5.04836225509644
29066,5.04770612716675
29100,5.03816938400269
29133,5.02892446517944
29166,5.0269603729248
29200,5.03382921218872
29233,5.05031967163086
29266,5.07847499847412
29299,5.11557102203369
29333,5.14935922622681
29366,5.16023445129395
29399,5.13216590881348
29433,5.06644248962402
29466,4.98468637466431
29499,4.91786575317383
29532,4.89073991775513
29566,4.91112279891968
29599,4.96904325485229
29632,5.04887437820435
29666,5.14637279510498
29699,5.27349853515625
29732,5.44883728027344
29766,5.68389558792114
29799,5.97124671936035
29832,6.28117513656616
29865,6.57253980636597
29899,6.81090831756592
29932,6.98054552078247
29965,7.08476591110229
29999,7.13928508758545
30032,7.16348361968994
30065,7.17151498794556
30098,7.16812038421631
30132,7.15277433395386
30165,7.12714338302612
30198,7.09789657592773
30232,7.07198619842529
30265,7.05171203613281
30298,7.03736877441406
30332,7.03157186508179
30365,7.03629922866821
30398,7.04758548736572
30431,7.05779504776001
30465,7.06275415420532
30498,7.0645956993103
30531,7.06791496276855
30565,7.07408714294434
30598,7.08019924163818
30631,7.08243703842163
30665,7.07848262786865
30698,7.06746673583984
30731,7.04971122741699
30764,7.02739810943604
30798,7.00485992431641
30831,6.98606824874878
30864,6.97123003005981
30898,6.95767831802368
30931,6.94412088394165
30964,6.93248081207275
30997,6.9236855506897
31031,6.91246175765991
31064,6.89217472076416
31097,6.86664819717407
31131,6.85426664352417
31164,6.88221168518066
31197,6.97851991653442
31231,7.1641058921814
31264,7.44020700454712
31297,7.77551794052124
31330,8.114013671875
31364,8.40510749816895
31397,8.62540340423584
31430,8.77701759338379
31464,8.87526416778564
31497,8.93600177764893
31530,8.96705055236816
31563,8.96883964538574
31597,8.94276142120361
31630,8.89843368530273
31663,8.85165405273438
31697,8.81459903717041
31730,8.78954696655273
31763,8.77221584320068
31797,8.7584285736084
31830,8.74730682373047
31863,8.73966693878174
31896,8.73388862609863
31930,8.72463035583496
31963,8.70677089691162
31996,8.67963409423828
32030,8.64658164978027
32063,8.61252975463867
32096,8.58260917663574
32129,8.56119728088379
32163,8.55010890960693
32196,8.54796028137207
32229,8.55281352996826
32263,8.56351375579834
32296,8.5775203704834
32329,8.59105491638184
32363,8.60100173950195
32396,8.60508823394775
32429,8.6023588180542
32462,8.59369945526123
32496,8.58028793334961
32529,8.56226444244385
32562,8.54001617431641
32596,8.51730823516846
32629,8.50489139556885
32662,8.5234317779541
32696,8.60379695892334
32729,8.78092575073242
32762,9.0769157409668
32795,9.47628021240234
32829,9.91599273681641
32862,10.3148984909058
32895,10.6190853118896
32929,10.8174276351929
32962,10.9284601211548
32995,10.9824838638306
33028,11.0055055618286
33062,11.0114059448242
33095,11.0068988800049
33128,10.9983081817627
33162,10.9913940429688
33195,10.9886360168457
33228,10.9895734786987
33262,10.9927129745483
33295,10.996542930603
33328,11.0003633499146
33361,11.0046062469482
33395,11.0090351104736
33428,11.0098819732666
33461,10.9998836517334
33495,10.9732780456543
33528,10.9313316345215
33561,10.8821134567261
33594,10.8340673446655
33628,10.7925252914429
33661,10.7617654800415
33694,10.7442750930786
33728,10.7384090423584
33761,10.7398071289063
33794,10.7439823150635
33828,10.7475471496582
33861,10.7484045028687
33894,10.7456016540527
33927,10.7392845153809
33961,10.7307977676392
33994,10.7217969894409
34027,10.7120294570923
34061,10.6986522674561
34094,10.6791543960571
34127,10.6560621261597
34160,10.6417951583862
34194,10.6627140045166
34227,10.756817817688
34260,10.9601039886475
34294,11.2856025695801
34327,11.704930305481
34360,12.1477642059326
34394,12.5330400466919
34427,12.8105058670044
34460,12.9744834899902
34493,13.0492458343506
34527,13.0680809020996
34560,13.0588541030884
34593,13.0399494171143
34627,13.0218162536621
34660,13.0078802108765
34693,12.9962644577026
34726,12.985125541687
34760,12.9763326644897
34793,12.9730377197266
34826,12.9769468307495
34860,12.9892444610596
34893,13.0107488632202
34926,13.038462638855
34960,13.0612258911133
34993,13.0626354217529
35026,13.0335426330566
35059,12.9811916351318
35093,12.9242324829102
35126,12.8816242218018
35159,12.8666324615479
35193,12.8847284317017
35226,12.9317674636841
35259,12.9937829971313
35292,13.0500717163086
35326,13.0813722610474
35359,13.0805215835571
35392,13.0568895339966
35426,13.0313577651978
35459,13.025013923645
35492,13.0435247421265
35526,13.0699014663696
35559,13.078839302063
35592,13.0584726333618
35625,13.0185422897339
35659,12.9839582443237
35692,12.9858818054199
35725,13.0579633712769
35759,13.2317953109741
35792,13.5236558914185
35825,13.9137325286865
35858,14.3367919921875
35892,14.7096900939941
35925,14.9782447814941
35958,15.1361789703369
35992,15.2083673477173
36025,15.2266292572021
36058,15.2170095443726
36092,15.1972970962524
36125,15.1776037216187
36158,15.1619319915771
36191,15.1507768630981
36225,15.1435575485229
36258,15.1402139663696
36291,15.1412744522095
36325,15.1459989547729
36358,15.1507987976074
36391,15.1503400802612
36425,15.1396074295044
36458,15.1153860092163
36491,15.0782518386841
36524,15.0347013473511
36558,14.9959344863892
36591,14.9719982147217
36624,14.9660453796387
36658,14.9732837677002
36691,14.9845352172852
36724,14.9910888671875
36757,14.9876613616943
36791,14.9736328125
36824,14.9549856185913
36857,14.9430093765259
36891,14.9441432952881
36924,14.9527683258057
36957,14.958797454834
36991,14.9562816619873
37024,14.9436168670654
37057,14.9236221313477
37090,14.9050149917603
37124,14.9009571075439
37157,14.9255971908569
37190,14.9918775558472
37224,15.1111602783203
37257,15.2936697006226
37290,15.5467433929443
37323,15.8675336837769
37357,16.2351894378662
37390,16.614372253418
37423,16.9686069488525
37457,17.265115737915
37490,17.4713840484619
37523,17.5703563690186
37557,17.5831279754639
37590,17.5557861328125
37623,17.5218486785889
37656,17.4811019897461
37690,17.4139728546143
37723,17.3224411010742
37756,17.2436065673828
37790,17.2154102325439
37823,17.2437553405762
37856,17.303071975708
37889,17.3629856109619
37923,17.4123039245605
37956,17.458869934082
37989,17.5095748901367
38023,17.5457916259766
38056,17.5350284576416
38089,17.4768772125244
38123,17.4081802368164
38156,17.3580131530762
38189,17.3242664337158
38222,17.292236328125
38256,17.2556610107422
38289,17.2184753417969
38322,17.1865406036377
38356,17.1630687713623
38389,17.1489009857178
38422,17.1420879364014
38456,17.13694190979
38489,17.126350402832
38522,17.1052875518799
38555,17.0718212127686
38589,17.0285110473633
38622,16.9876194000244
38655,16.9750785827637
38689,17.027717590332
38722,17.1842708587646
38755,17.4689502716064
38788,17.8741779327393
38822,18.3619613647461
38855,18.8766860961914
38888,19.3519039154053
38922,19.7288761138916
38955,19.9837303161621
38988,20.1285877227783
39022,20.1918277740479
39055,20.2018280029297
39088,20.1771717071533
39121,20.1221122741699
39155,20.0352897644043
39188,19.9296760559082
39221,19.8354778289795
39255,19.7782325744629
39288,19.7671852111816
39321,19.7997550964355
39354,19.8579540252686
39388,19.9083671569824
39421,19.9273700714111
39454,19.9194068908691
39488,19.8991928100586
39521,19.8814430236816
39554,19.8926105499268
39588,19.95920753479
39621,20.0772018432617
39654,20.202787399292
39687,20.2776699066162
39721,20.2671051025391
39754,20.179407119751
39787,20.0617351531982
39821,19.9716510772705
39854,19.9369201660156
39887,19.9476375579834
39920,19.9778804779053
39954,20.0016479492188
39987,20.0042190551758
40020,19.9874019622803
40054,19.9624137878418
40087,19.9414024353027
40120,19.9336032867432
40154,19.9449768066406
40187,19.9818592071533
40220,20.0563621520996
40253,20.1884670257568
40287,20.4044780731201
40320,20.7244510650635
40353,21.1319637298584
40387,21.5635395050049
40420,21.9458084106445
40453,22.234582901001
40486,22.420373916626
40520,22.5175685882568
40553,22.5520496368408
40586,22.5495014190674
40620,22.5293712615967
40653,22.5053119659424
40686,22.4871959686279
40720,22.4810047149658
40753,22.4860610961914
40786,22.4948596954346
40819,22.4990081787109
40853,22.4948768615723
40886,22.4848499298096
40919,22.4757118225098
40953,22.47216796875
40986,22.4700527191162
41019,22.4606132507324
41052,22.4417972564697
41086,22.4207458496094
41119,22.4066276550293
41152,22.4049854278564
41186,22.4169845581055
41219,22.4400386810303
41252,22.4677886962891
41286,22.4916934967041
41319,22.5059852600098
41352,22.5105152130127
41385,22.507848739624
41419,22.500244140625
41452,22.489725112915
41485,22.4784374237061
41519,22.4656238555908
41552,22.4439392089844
41585,22.4039421081543
41618,22.3461036682129
41652,22.2876415252686
41685,22.258825302124
41718,22.2948970794678
41752,22.4303817749023
41785,22.6959648132324
41818,23.1057434082031
41852,23.6244602203369
41885,24.1529541015625
41918,24.5807914733887
41951,24.8577461242676
41985,25.003719329834
42018,25.068775177002
42051,25.0961303710938
42085,25.110164642334
42118,25.1229152679443
42151,25.1404991149902
42185,25.1631698608398
42218,25.1866798400879
42251,25.2066211700439
42284,25.2210140228271
42318,25.2299461364746
42351,25.234733581543
42384,25.2375659942627
42418,25.2409210205078
42451,25.2458477020264
42484,25.250732421875
42517,25.2523002624512
42551,25.2481536865234
42584,25.2396221160889
